filename,class,x_center,y_center,width,height
image0149.jpg,1,0.792525,0.224225,0.112809,0.169152
image015.jpg,1,0.534005,0.25429,0.085946,0.17441
image0150.jpg,1,0.200834,0.60892,0.0490326,0.151413
image0151.jpg,1,0.860875,0.355491,0.142718,0.169845
image0152.jpg,1,0.792449,0.225205,0.112837,0.167335
image0153.jpg,1,0.205613,0.59393,0.0535418,0.155437
image0154.jpg,1,0.674059,0.285519,0.135238,0.203111
image0155.jpg,1,0.860918,0.355561,0.142633,0.169703
image0156.jpg,1,0.792459,0.225187,0.112822,0.167353
image0157.jpg,1,0.205645,0.594159,0.0534496,0.154772
image0158.jpg,1,0.6741,0.287682,0.135179,0.198628
image0159.jpg,1,0.860922,0.355556,0.142639,0.169745
image016.jpg,1,0.860982,0.353849,0.144566,0.172141
image0160.jpg,1,0.685023,0.298505,0.136745,0.181181
image0161.jpg,1,0.792303,0.224172,0.113272,0.167512
image0162.jpg,1,0.212757,0.562878,0.0471944,0.151085
image0163.jpg,1,0.860882,0.355569,0.142751,0.171092
image0164.jpg,1,0.212336,0.538515,0.054067,0.195433
image0165.jpg,1,0.870725,0.854257,0.0865025,0.288392
image0166.jpg,1,0.685077,0.299022,0.136659,0.180101
image0167.jpg,1,0.792317,0.224231,0.113236,0.167405
image0168.jpg,1,0.212959,0.561988,0.0474894,0.152752
image0169.jpg,1,0.860902,0.355541,0.14273,0.171032
image017.jpg,1,0.792252,0.221968,0.112146,0.173657
image0170.jpg,1,0.212299,0.538422,0.0541076,0.196799
image0171.jpg,1,0.870754,0.8546,0.0864026,0.287707
image0172.jpg,1,0.685043,0.298615,0.136742,0.180834
image0173.jpg,1,0.792317,0.224224,0.113241,0.167417
image0174.jpg,1,0.212866,0.562299,0.0473196,0.152128
image0175.jpg,1,0.860901,0.355542,0.142731,0.171037
image0176.jpg,1,0.21233,0.538762,0.0540702,0.195872
image0177.jpg,1,0.870746,0.854524,0.0864277,0.287858
image0178.jpg,1,0.694449,0.296925,0.139412,0.188436
image0179.jpg,1,0.79147,0.224082,0.114962,0.167824
image018.jpg,1,0.534006,0.254278,0.0859469,0.174432
image0180.jpg,1,0.221462,0.536889,0.048644,0.145146
image0181.jpg,1,0.860935,0.35594,0.14289,0.171512
image0182.jpg,1,0.871512,0.860141,0.0851445,0.276276
image0183.jpg,1,0.69897,0.290444,0.138818,0.200507
image0184.jpg,1,0.792467,0.224291,0.112948,0.166558
image0185.jpg,1,0.222646,0.521587,0.0452701,0.145572
image0186.jpg,1,0.860907,0.355786,0.142702,0.1715
image0187.jpg,1,0.870958,0.85875,0.0852896,0.279099
image0188.jpg,1,0.69905,0.286841,0.138906,0.20789
image0189.jpg,1,0.792353,0.224338,0.113243,0.166537
image019.jpg,1,0.860982,0.35385,0.144565,0.172141
image0190.jpg,1,0.222754,0.522231,0.0450307,0.143596
image0191.jpg,1,0.86094,0.355725,0.142692,0.171576
image0192.jpg,1,0.871205,0.859902,0.0848964,0.276797
image0193.jpg,1,0.699049,0.285546,0.138908,0.21048
image0194.jpg,1,0.792414,0.224283,0.113121,0.166721
image0195.jpg,1,0.222498,0.522346,0.0445224,0.143576
image0196.jpg,1,0.860935,0.355727,0.1427,0.171585
image0197.jpg,1,0.871256,0.860468,0.0847912,0.275666
image0198.jpg,1,0.707818,0.294165,0.142664,0.198166
image0199.jpg,1,0.231885,0.497207,0.0446316,0.139151
image02.jpg,1,0.860734,0.354819,0.14557,0.171041
image020.jpg,1,0.792272,0.222352,0.111964,0.17306
image0200.jpg,1,0.793884,0.223933,0.110175,0.168084
image0201.jpg,1,0.861046,0.355861,0.1426,0.17189
image0202.jpg,1,0.871512,0.869175,0.0834038,0.258144
image0203.jpg,0,0.707673,0.290456,0.142859,0.205479
image0204.jpg,1,0.231791,0.49684,0.0446971,0.140051
image0205.jpg,1,0.793732,0.223911,0.110471,0.168105
image0206.jpg,1,0.861063,0.355863,0.142576,0.17182
image0207.jpg,1,0.871473,0.868587,0.083506,0.259319
image0208.jpg,1,0.717724,0.300623,0.142534,0.183924
image0209.jpg,1,0.23853,0.471761,0.0440758,0.137857
image021.jpg,1,0.53821,0.25899,0.085347,0.168392
image0210.jpg,1,0.794076,0.222988,0.109658,0.167695
image0211.jpg,1,0.861114,0.355963,0.14255,0.171815
image0212.jpg,1,0.871662,0.87269,0.0830029,0.251081
image0213.jpg,0,0.2431,0.461732,0.0438817,0.134415
image0214.jpg,1,0.724308,0.303738,0.149135,0.178543
image0215.jpg,1,0.861205,0.35573,0.1422,0.171077
image0216.jpg,1,0.794876,0.222147,0.107032,0.162412
image0217.jpg,1,0.871212,0.868152,0.083876,0.260223
image0218.jpg,1,0.724382,0.300109,0.147999,0.185125
image0219.jpg,1,0.243251,0.4612,0.0438392,0.135306
image022.jpg,1,0.861006,0.353854,0.144557,0.172089
image0220.jpg,1,0.860941,0.356167,0.141977,0.171487
image0221.jpg,1,0.794913,0.222434,0.106953,0.161546
image0222.jpg,1,0.72432,0.300434,0.147881,0.184958
image0223.jpg,1,0.243228,0.460922,0.0439376,0.135676
image0224.jpg,1,0.86095,0.356158,0.141958,0.171634
image0225.jpg,1,0.794667,0.222278,0.106721,0.161654
image0226.jpg,1,0.249609,0.436357,0.0435045,0.133786
image0227.jpg,1,0.860632,0.356816,0.143008,0.175815
image0228.jpg,1,0.749438,0.278287,0.185343,0.231982
image0229.jpg,1,0.24962,0.436469,0.0435401,0.133591
image023.jpg,1,0.792278,0.222358,0.111962,0.17305
image0230.jpg,1,0.860646,0.356795,0.143015,0.175833
image0231.jpg,1,0.74958,0.277531,0.185704,0.233339
image0232.jpg,1,0.255707,0.41787,0.0381449,0.127102
image0233.jpg,1,0.728431,0.305126,0.122891,0.160297
image0234.jpg,1,0.862133,0.35656,0.140339,0.17362
image0235.jpg,1,0.866562,0.212063,0.0401922,0.114323
image0236.jpg,0,0.255567,0.418567,0.0381538,0.127176
image0237.jpg,1,0.727743,0.304265,0.121081,0.161531
image0238.jpg,1,0.861696,0.357761,0.1382,0.170028
image0239.jpg,1,0.871741,0.870829,0.0803831,0.25525
image024.jpg,1,0.538236,0.259087,0.0852636,0.168009
image0240.jpg,1,0.258348,0.405447,0.0392012,0.130099
image0241.jpg,1,0.735533,0.300173,0.13112,0.171648
image0242.jpg,1,0.861155,0.35743,0.139749,0.171438
image0243.jpg,1,0.258412,0.405319,0.0392166,0.130332
image0244.jpg,1,0.735033,0.300586,0.13004,0.170846
image0245.jpg,1,0.861183,0.357371,0.139665,0.171331
image0246.jpg,1,0.26357,0.37585,0.0411917,0.144263
image0247.jpg,1,0.74269,0.306085,0.131394,0.159039
image0248.jpg,1,0.871378,0.870884,0.0813381,0.255099
image0249.jpg,0,0.866479,0.213978,0.0403801,0.110471
image025.jpg,1,0.861006,0.353845,0.144557,0.172093
image0250.jpg,1,0.263622,0.375508,0.0412311,0.145065
image0251.jpg,1,0.742668,0.305845,0.131552,0.159631
image0252.jpg,1,0.871416,0.871676,0.0812488,0.25351
image0253.jpg,0,0.866472,0.214006,0.0403778,0.110414
image0254.jpg,1,0.270282,0.361608,0.0387905,0.12846
image0255.jpg,1,0.861647,0.358309,0.138485,0.172722
image0256.jpg,1,0.270283,0.361618,0.0387777,0.128425
image0257.jpg,1,0.861648,0.35831,0.138488,0.172732
image0258.jpg,1,0.273229,0.352698,0.0360658,0.122772
image0259.jpg,1,0.861839,0.358751,0.138175,0.173011
image026.jpg,1,0.792279,0.222357,0.111961,0.173052
image0260.jpg,1,0.755082,0.321841,0.12721,0.123736
image0261.jpg,1,0.273268,0.352424,0.0359533,0.123323
image0262.jpg,1,0.861837,0.358734,0.138201,0.173028
image0263.jpg,1,0.755118,0.321938,0.127233,0.123682
image0264.jpg,1,0.278844,0.344254,0.0342841,0.103919
image0265.jpg,1,0.861419,0.358537,0.138696,0.172208
image0266.jpg,1,0.76042,0.323198,0.124296,0.120083
image0267.jpg,1,0.861431,0.358561,0.138665,0.172286
image0268.jpg,1,0.279019,0.343816,0.0348741,0.104739
image0269.jpg,1,0.760855,0.323173,0.125258,0.120295
image027.jpg,1,0.538246,0.259088,0.0852659,0.167995
image0270.jpg,1,0.28563,0.307535,0.037407,0.135409
image0271.jpg,1,0.861461,0.358476,0.137985,0.171418
image0272.jpg,1,0.763413,0.323898,0.116469,0.119092
image0273.jpg,0,0.0232016,0.34303,0.0462123,0.173631
image0274.jpg,1,0.28568,0.306746,0.0373156,0.13678
image0275.jpg,1,0.861452,0.358473,0.137956,0.171427
image0276.jpg,1,0.763524,0.323774,0.116775,0.119304
image0277.jpg,1,0.860994,0.358559,0.138914,0.171144
image0278.jpg,1,0.765361,0.324587,0.114304,0.120774
image0279.jpg,1,0.287687,0.307493,0.0327835,0.11886
image028.jpg,1,0.861006,0.353845,0.144557,0.172097
image0280.jpg,1,0.0287826,0.361206,0.0513221,0.110762
image0281.jpg,1,0.860955,0.358667,0.139022,0.171472
image0282.jpg,1,0.765216,0.324661,0.113926,0.120761
image0283.jpg,1,0.287692,0.30767,0.0326153,0.118882
image0284.jpg,1,0.0287778,0.361717,0.0514411,0.110035
image0285.jpg,1,0.292509,0.300551,0.031245,0.0985577
image0286.jpg,1,0.860985,0.360458,0.138964,0.174763
image0287.jpg,0,0.29242,0.300547,0.0311259,0.0983784
image0288.jpg,1,0.861046,0.360347,0.138901,0.174575
image0289.jpg,0,0.292431,0.300523,0.0311135,0.0983932
image029.jpg,1,0.545958,0.261323,0.0894019,0.170972
image0290.jpg,1,0.861032,0.360338,0.138876,0.174602
image0291.jpg,1,0.861195,0.359255,0.139092,0.171394
image0292.jpg,1,0.29958,0.275226,0.0312361,0.111759
image0293.jpg,1,0.861402,0.358497,0.13883,0.172336
image0294.jpg,1,0.300803,0.267844,0.032242,0.110084
image0295.jpg,1,0.0731061,0.300545,0.0504547,0.102198
image0296.jpg,1,0.861415,0.358475,0.138819,0.172442
image0297.jpg,1,0.300882,0.267767,0.0323771,0.110339
image0298.jpg,1,0.0734196,0.300717,0.0505973,0.101807
image0299.jpg,1,0.309941,0.252102,0.0326535,0.108603
image03.jpg,1,0.866929,0.844554,0.0970934,0.297018
image030.jpg,1,0.792266,0.222343,0.112019,0.172978
image0300.jpg,1,0.0902164,0.277045,0.0492238,0.100075
image0301.jpg,1,0.861801,0.357004,0.137861,0.172838
image0302.jpg,1,0.871827,0.877087,0.0808185,0.24289
image0303.jpg,1,0.310043,0.25287,0.0339048,0.105534
image0304.jpg,1,0.090326,0.276713,0.0494071,0.10086
image0305.jpg,1,0.861883,0.356856,0.137709,0.172899
image0306.jpg,1,0.871857,0.877356,0.0807471,0.242336
image0307.jpg,1,0.310162,0.252138,0.0341822,0.107014
image0308.jpg,1,0.0902833,0.276783,0.0492949,0.10072
image0309.jpg,1,0.861869,0.356865,0.137703,0.172803
image031.jpg,1,0.860919,0.353783,0.144592,0.172219
image0310.jpg,1,0.871862,0.877401,0.0807393,0.242243
image0311.jpg,1,0.320154,0.222644,0.0360656,0.119859
image0312.jpg,1,0.860817,0.355534,0.138322,0.176577
image0313.jpg,1,0.113672,0.241799,0.0471529,0.108685
image0314.jpg,1,0.320174,0.222632,0.0360538,0.119929
image0315.jpg,1,0.860822,0.355747,0.138119,0.175898
image0316.jpg,1,0.113632,0.243403,0.0469145,0.105475
image0317.jpg,1,0.320625,0.221234,0.0364974,0.122551
image0318.jpg,1,0.860847,0.355159,0.13805,0.176147
image0319.jpg,1,0.114007,0.24439,0.0471489,0.1015
image032.jpg,1,0.545956,0.261394,0.0894163,0.170992
image0320.jpg,1,0.857234,0.357512,0.130172,0.173917
image0321.jpg,0,0.325872,0.211411,0.0333232,0.108272
image0322.jpg,1,0.124102,0.204856,0.0533403,0.136063
image0323.jpg,1,0.85704,0.358193,0.129909,0.173372
image0324.jpg,0,0.332356,0.20006,0.0331223,0.10447
image0325.jpg,1,0.141045,0.185675,0.0556541,0.135398
image0326.jpg,1,0.139005,0.203563,0.0491067,0.100146
image0327.jpg,1,0.872662,0.885171,0.0791057,0.226382
image0328.jpg,1,0.856656,0.358094,0.12913,0.17378
image0329.jpg,0,0.332291,0.200892,0.0328935,0.104025
image033.jpg,1,0.792259,0.222335,0.112019,0.172997
image0330.jpg,1,0.14097,0.185821,0.0551414,0.13494
image0331.jpg,1,0.139117,0.203841,0.0489263,0.0994634
image0332.jpg,1,0.872645,0.885112,0.0791618,0.226524
image0333.jpg,1,0.860872,0.354924,0.138294,0.175548
image0334.jpg,1,0.336355,0.186663,0.0348384,0.121112
image0335.jpg,1,0.149624,0.179161,0.0566757,0.135114
image0336.jpg,1,0.873263,0.893411,0.0787648,0.210998
image0337.jpg,1,0.146709,0.196002,0.0488505,0.100497
image0338.jpg,1,0.860885,0.354867,0.1383,0.175499
image0339.jpg,1,0.33636,0.186649,0.0348459,0.121125
image034.jpg,1,0.860898,0.353782,0.144613,0.172228
image0340.jpg,1,0.149522,0.178728,0.0564984,0.135973
image0341.jpg,1,0.873156,0.893468,0.0789455,0.210919
image0342.jpg,1,0.1467,0.195897,0.0488768,0.100659
image0343.jpg,1,0.860321,0.355147,0.13779,0.174783
image0344.jpg,0,0.342815,0.178459,0.0333623,0.108253
image0345.jpg,1,0.157149,0.180018,0.0452957,0.0908555
image0346.jpg,1,0.860335,0.355195,0.137648,0.174664
image0347.jpg,1,0.342765,0.178612,0.0332413,0.108305
image0348.jpg,1,0.156764,0.179986,0.0458204,0.0911261
image0349.jpg,1,0.860337,0.355191,0.137656,0.174672
image035.jpg,1,0.553664,0.264706,0.0952646,0.170276
image0350.jpg,1,0.342763,0.178605,0.0332452,0.108338
image0351.jpg,1,0.156768,0.179969,0.0457908,0.0911826
image0352.jpg,1,0.169847,0.164994,0.0459375,0.0899306
image0353.jpg,0,0.349497,0.16751,0.0315732,0.103228
image0354.jpg,1,0.856722,0.353719,0.144453,0.180031
image0355.jpg,1,0.351697,0.162935,0.0306709,0.101449
image0356.jpg,1,0.858955,0.354825,0.131778,0.180001
image0357.jpg,1,0.174998,0.136346,0.0478775,0.135042
image0358.jpg,1,0.351712,0.162811,0.0306434,0.101681
image0359.jpg,1,0.858937,0.354766,0.131747,0.179997
image036.jpg,1,0.791983,0.221257,0.112354,0.175206
image0360.jpg,1,0.174902,0.134865,0.0482129,0.138229
image0361.jpg,1,0.356474,0.144881,0.0315674,0.111304
image0362.jpg,1,0.860234,0.354243,0.133117,0.177965
image0363.jpg,1,0.872846,0.888949,0.0791952,0.219521
image0364.jpg,1,0.356391,0.146103,0.0313676,0.109037
image0365.jpg,1,0.860196,0.354248,0.13299,0.177925
image0366.jpg,1,0.872849,0.88901,0.0791841,0.219407
image0367.jpg,1,0.35648,0.144324,0.0315585,0.11255
image0368.jpg,1,0.860184,0.354241,0.132971,0.177954
image037.jpg,1,0.860773,0.353914,0.144776,0.172993
image038.jpg,1,0.553658,0.264811,0.0952822,0.170029
image039.jpg,1,0.791974,0.221225,0.112359,0.175274
image04.jpg,1,0.526675,0.247641,0.0825678,0.17896
image040.jpg,1,0.860754,0.353933,0.144743,0.172957
image041.jpg,1,0.557055,0.264843,0.0973507,0.172089
image042.jpg,1,0.792071,0.220708,0.113042,0.175755
image043.jpg,1,0.860707,0.354204,0.145039,0.172491
image044.jpg,1,0.557062,0.265676,0.0973765,0.170706
image045.jpg,1,0.792066,0.220999,0.112799,0.175086
image046.jpg,1,0.860685,0.354093,0.14497,0.172714
image047.jpg,1,0.566142,0.272523,0.0998745,0.166486
image048.jpg,1,0.792138,0.220433,0.112786,0.17638
image049.jpg,1,0.860741,0.354131,0.144982,0.172775
image05.jpg,1,0.791943,0.222619,0.112491,0.172316
image050.jpg,1,0.566154,0.27257,0.0998598,0.166324
image051.jpg,1,0.792143,0.220453,0.112777,0.176349
image052.jpg,1,0.86075,0.354117,0.144981,0.172732
image053.jpg,1,0.566045,0.272766,0.0998518,0.166054
image054.jpg,1,0.861613,0.353955,0.145364,0.172606
image055.jpg,1,0.792715,0.221167,0.113758,0.175073
image056.jpg,1,0.79247,0.220536,0.113163,0.176665
image057.jpg,1,0.861418,0.353312,0.145233,0.172293
image058.jpg,1,0.575888,0.268802,0.105035,0.181173
image059.jpg,1,0.0902056,0.948082,0.0736441,0.0956731
image06.jpg,1,0.860824,0.354496,0.145686,0.170533
image060.jpg,1,0.579362,0.275501,0.107311,0.169693
image061.jpg,1,0.792319,0.220698,0.112649,0.176385
image062.jpg,1,0.861496,0.353192,0.145026,0.172305
image063.jpg,1,0.0944582,0.942908,0.0685422,0.109254
image064.jpg,1,0.57939,0.275727,0.107237,0.169469
image065.jpg,1,0.792328,0.220672,0.112649,0.176438
image066.jpg,1,0.861487,0.353165,0.145007,0.17226
image067.jpg,1,0.0938808,0.943812,0.0681248,0.109079
image068.jpg,1,0.589644,0.281465,0.112172,0.163735
image069.jpg,1,0.105537,0.917676,0.0599912,0.160265
image07.jpg,1,0.526623,0.24743,0.082716,0.179494
image070.jpg,1,0.792228,0.221389,0.112489,0.175095
image071.jpg,1,0.861478,0.353057,0.144569,0.172301
image072.jpg,1,0.589889,0.281695,0.111993,0.163461
image073.jpg,1,0.79213,0.221207,0.112434,0.175852
image074.jpg,1,0.104938,0.918575,0.0605608,0.15863
image075.jpg,1,0.861236,0.353322,0.143554,0.173315
image076.jpg,1,0.792079,0.221151,0.112574,0.175898
image077.jpg,1,0.59849,0.265079,0.113476,0.200511
image078.jpg,1,0.117579,0.886706,0.0627757,0.195568
image079.jpg,1,0.861152,0.353029,0.143665,0.173896
image08.jpg,1,0.791941,0.22262,0.112489,0.172313
image080.jpg,1,0.792066,0.221162,0.112558,0.175887
image081.jpg,1,0.598515,0.264253,0.113482,0.202204
image082.jpg,1,0.117655,0.886534,0.0629918,0.1956
image083.jpg,1,0.861142,0.35304,0.143677,0.17395
image084.jpg,1,0.792208,0.222948,0.112157,0.172344
image085.jpg,1,0.603095,0.272317,0.117512,0.19017
image086.jpg,1,0.861205,0.353104,0.143602,0.173042
image087.jpg,1,0.125463,0.866423,0.0583023,0.186825
image088.jpg,1,0.792212,0.223022,0.112134,0.172201
image089.jpg,1,0.603079,0.272592,0.117339,0.189486
image09.jpg,1,0.86083,0.354492,0.145697,0.170502
image090.jpg,1,0.125201,0.866252,0.0575262,0.187701
image091.jpg,1,0.861202,0.353102,0.143636,0.17297
image092.jpg,1,0.792342,0.223349,0.112182,0.171141
image093.jpg,1,0.611833,0.284262,0.119586,0.170833
image094.jpg,0,0.135802,0.824948,0.0523401,0.177137
image095.jpg,1,0.861245,0.353162,0.143342,0.172382
image096.jpg,1,0.792319,0.223185,0.112163,0.171494
image097.jpg,1,0.611855,0.284059,0.11954,0.171343
image098.jpg,0,0.135624,0.824987,0.0521121,0.177115
image099.jpg,1,0.861235,0.353175,0.143335,0.172469
