file_name,class
frame_19_.txt,0
frame_174_.txt,0
frame_18_.txt,0
frame_189_.txt,1
frame_175_.txt,1
frame_573_.txt,1
frame_176_.txt,1
frame_572_.txt,0
frame_177_.txt,1
frame_571_.txt,0
frame_178_.txt,0
frame_570_.txt,1
frame_179_.txt,1
frame_56_.txt,0
frame_17_.txt,0
frame_180_.txt,1
frame_569_.txt,1
frame_561_.txt,1
frame_181_.txt,0
frame_182_.txt,0
frame_567_.txt,0
frame_183_.txt,1
frame_566_.txt,0
frame_184_.txt,0
frame_565_.txt,1
frame_185_.txt,0
frame_186_.txt,0
frame_564_.txt,1
frame_187_.txt,0
frame_563_.txt,0
frame_188_.txt,1
frame_562_.txt,0
frame_568_.txt,1
frame_61_.txt,1
frame_306_.txt,1
frame_535_.txt,1
frame_487_.txt,1
frame_404_.txt,0
frame_486_.txt,0
frame_405_.txt,0
frame_485_.txt,1
frame_406_.txt,0
frame_407_.txt,1
frame_484_.txt,1
frame_408_.txt,1
frame_483_.txt,1
frame_409_.txt,1
frame_40_.txt,0
frame_410_.txt,1
frame_482_.txt,1
frame_411_.txt,1
frame_412_.txt,0
frame_481_.txt,1
frame_413_.txt,1
frame_480_.txt,1
frame_414_.txt,1
frame_415_.txt,0
frame_416_.txt,1
frame_47_.txt,1
frame_417_.txt,1
frame_479_.txt,1
frame_418_.txt,1
frame_419_.txt,1
frame_403_.txt,1
frame_488_.txt,1
frame_402_.txt,0
frame_401_.txt,1
frame_387_.txt,0
frame_388_.txt,1
frame_498_.txt,1
frame_389_.txt,1
frame_497_.txt,1
frame_38_.txt,0
frame_390_.txt,1
frame_496_.txt,1
frame_391_.txt,0
frame_495_.txt,1
frame_392_.txt,1
frame_494_.txt,1
frame_393_.txt,0
frame_478_.txt,0
frame_493_.txt,1
frame_492_.txt,1
frame_395_.txt,0
frame_396_.txt,1
frame_491_.txt,1
frame_397_.txt,0
frame_398_.txt,0
frame_490_.txt,1
frame_399_.txt,0
frame_48_.txt,0
frame_39_.txt,0
frame_3_.txt,0
frame_489_.txt,1
frame_400_.txt,1
frame_394_.txt,0
frame_41_.txt,0
frame_420_.txt,1
frame_477_.txt,1
frame_438_.txt,0
frame_463_.txt,0
frame_439_.txt,0
frame_43_.txt,1
frame_462_.txt,0
frame_440_.txt,0
frame_441_.txt,0
frame_461_.txt,0
frame_442_.txt,0
frame_443_.txt,0
frame_460_.txt,0
frame_444_.txt,0
frame_445_.txt,0
frame_437_.txt,0
frame_45_.txt,1
frame_447_.txt,0
frame_459_.txt,0
frame_448_.txt,0
frame_449_.txt,0
frame_458_.txt,1
frame_44_.txt,0
frame_450_.txt,0
frame_457_.txt,0
frame_451_.txt,0
frame_452_.txt,0
frame_456_.txt,1
frame_453_.txt,0
frame_455_.txt,0
frame_446_.txt,0
frame_499_.txt,1
frame_464_.txt,0
frame_465_.txt,0
frame_421_.txt,1
frame_476_.txt,1
frame_422_.txt,0
frame_475_.txt,1
frame_423_.txt,0
frame_474_.txt,1
frame_424_.txt,0
frame_425_.txt,0
frame_473_.txt,0
frame_426_.txt,0
frame_472_.txt,1
frame_427_.txt,0
frame_471_.txt,1
frame_436_.txt,0
frame_428_.txt,0
frame_429_.txt,0
frame_46_.txt,1
frame_42_.txt,0
frame_430_.txt,0
frame_469_.txt,0
frame_431_.txt,0
frame_468_.txt,0
frame_432_.txt,0
frame_433_.txt,0
frame_467_.txt,0
frame_434_.txt,0
frame_466_.txt,0
frame_435_.txt,0
frame_470_.txt,1
frame_386_.txt,1
frame_385_.txt,1
frame_49_.txt,0
frame_330_.txt,0
frame_528_.txt,1
frame_331_.txt,0
frame_332_.txt,0
frame_333_.txt,0
frame_527_.txt,1
frame_334_.txt,0
frame_335_.txt,1
frame_526_.txt,1
frame_336_.txt,0
frame_525_.txt,1
frame_337_.txt,0
frame_338_.txt,0
frame_32_.txt,0
frame_524_.txt,1
frame_523_.txt,1
frame_33_.txt,0
frame_340_.txt,0
frame_522_.txt,1
frame_341_.txt,0
frame_521_.txt,1
frame_342_.txt,0
frame_343_.txt,0
frame_520_.txt,1
frame_51_.txt,1
frame_344_.txt,0
frame_345_.txt,0
frame_519_.txt,1
frame_339_.txt,0
frame_346_.txt,0
frame_329_.txt,0
frame_328_.txt,0
frame_308_.txt,1
frame_309_.txt,0
frame_30_.txt,0
frame_534_.txt,1
frame_310_.txt,1
frame_311_.txt,1
frame_312_.txt,1
frame_533_.txt,1
frame_313_.txt,1
frame_314_.txt,1
frame_315_.txt,1
frame_316_.txt,0
frame_317_.txt,0
frame_529_.txt,1
frame_532_.txt,1
frame_319_.txt,0
frame_31_.txt,0
frame_531_.txt,1
frame_320_.txt,0
frame_321_.txt,0
frame_530_.txt,1
frame_322_.txt,0
frame_323_.txt,0
frame_324_.txt,0
frame_52_.txt,0
frame_325_.txt,0
frame_326_.txt,0
frame_327_.txt,0
frame_318_.txt,0
frame_307_.txt,1
frame_518_.txt,1
frame_348_.txt,0
frame_369_.txt,1
frame_508_.txt,1
frame_36_.txt,0
frame_370_.txt,1
frame_507_.txt,1
frame_371_.txt,0
frame_506_.txt,1
frame_372_.txt,1
frame_373_.txt,1
frame_374_.txt,1
frame_505_.txt,1
frame_375_.txt,1
frame_504_.txt,1
frame_368_.txt,1
frame_376_.txt,1
frame_377_.txt,1
frame_378_.txt,1
frame_502_.txt,1
frame_379_.txt,0
frame_501_.txt,1
frame_37_.txt,0
frame_380_.txt,1
frame_500_.txt,1
frame_381_.txt,1
frame_382_.txt,1
frame_4_.txt,0
frame_383_.txt,0
frame_384_.txt,1
frame_503_.txt,1
frame_347_.txt,0
frame_509_.txt,1
frame_366_.txt,0
frame_517_.txt,1
frame_349_.txt,0
frame_516_.txt,1
frame_34_.txt,0
frame_350_.txt,0
frame_351_.txt,0
frame_515_.txt,0
frame_352_.txt,0
frame_353_.txt,0
frame_354_.txt,0
frame_514_.txt,1
frame_355_.txt,0
frame_513_.txt,1
frame_367_.txt,0
frame_356_.txt,0
frame_358_.txt,0
frame_512_.txt,1
frame_359_.txt,1
frame_35_.txt,0
frame_360_.txt,1
frame_511_.txt,1
frame_361_.txt,0
frame_362_.txt,1
frame_363_.txt,1
frame_510_.txt,0
frame_364_.txt,1
frame_365_.txt,0
frame_50_.txt,1
frame_357_.txt,1
frame_146_.txt,1
frame_276_.txt,1
frame_82_.txt,1
frame_139_.txt,1
frame_109_.txt,1
frame_12_.txt,0
frame_92_.txt,1
frame_129_.txt,1
frame_143_.txt,1
frame_108_.txt,1
frame_78_.txt,0
frame_10_.txt,1
frame_64_.txt,0
frame_110_.txt,1
frame_128_.txt,1
frame_79_.txt,1
frame_90_.txt,0
frame_91_.txt,0
frame_111_.txt,1
frame_130_.txt,0
frame_93_.txt,1
frame_104_.txt,1
frame_74_.txt,1
frame_105_.txt,1
frame_132_.txt,0
frame_75_.txt,0
frame_63_.txt,0
frame_77_.txt,0
frame_95_.txt,1
frame_144_.txt,1
frame_131_.txt,0
frame_76_.txt,0
frame_94_.txt,1
frame_107_.txt,1
frame_69_.txt,0
frame_106_.txt,1
frame_96_.txt,1
frame_127_.txt,0
frame_7_.txt,0
frame_87_.txt,0
frame_117_.txt,1
frame_122_.txt,1
frame_86_.txt,0
frame_118_.txt,1
frame_66_.txt,0
frame_123_.txt,1
frame_121_.txt,1
frame_85_.txt,0
frame_119_.txt,1
frame_141_.txt,1
frame_120_.txt,0
frame_67_.txt,1
frame_84_.txt,0
frame_83_.txt,0
frame_68_.txt,1
frame_116_.txt,1
frame_124_.txt,1
frame_8_.txt,1
frame_112_.txt,1
frame_13_.txt,0
frame_126_.txt,0
frame_113_.txt,1
frame_80_.txt,1
frame_140_.txt,1
frame_65_.txt,0
frame_114_.txt,1
frame_142_.txt,1
frame_125_.txt,0
frame_81_.txt,1
frame_88_.txt,0
frame_115_.txt,0
frame_89_.txt,0
frame_133_.txt,0
frame_11_.txt,1
frame_135_.txt,0
frame_62_.txt,0
frame_99_.txt,1
frame_102_.txt,1
frame_101_.txt,1
frame_100_.txt,1
frame_71_.txt,1
frame_98_.txt,1
frame_72_.txt,1
frame_9_.txt,1
frame_6_.txt,1
frame_103_.txt,1
frame_70_.txt,0
frame_134_.txt,1
frame_97_.txt,1
frame_0_.txt,1
frame_138_.txt,1
frame_73_.txt,0
frame_136_.txt,1
frame_145_.txt,1
frame_137_.txt,1
frame_299_2.txt,1
frame_203_2.txt,1
frame_298_2.txt,1
frame_297_2.txt,1
frame_71_2.txt,0
frame_2_2.txt,0
frame_29_2.txt,0
frame_202_2.txt,0
frame_300_2.txt,1
frame_537_2.txt,1
frame_124_2.txt,1
frame_301_2.txt,0
frame_555_2.txt,1
frame_201_2.txt,1
frame_302_2.txt,0
frame_538_2.txt,1
frame_125_2.txt,1
frame_204_2.txt,0
frame_539_2.txt,0
frame_7_2.txt,1
frame_207_2.txt,1
frame_285_2.txt,1
frame_286_2.txt,1
frame_206_2.txt,0
frame_287_2.txt,1
frame_288_2.txt,0
frame_289_2.txt,0
frame_126_2.txt,1
frame_135_2.txt,1
frame_28_2.txt,1
frame_541_2.txt,1
frame_290_2.txt,1
frame_291_2.txt,1
frame_540_2.txt,0
frame_553_2.txt,0
frame_292_2.txt,1
frame_205_2.txt,0
frame_80_2.txt,0
frame_293_2.txt,1
frame_294_2.txt,0
frame_53_2.txt,0
frame_536_2.txt,1
frame_295_2.txt,1
frame_296_2.txt,1
frame_554_2.txt,0
frame_81_2.txt,0
frame_224_2.txt,0
frame_304_2.txt,1
frame_121_2.txt,0
frame_199_2.txt,0
frame_31_2.txt,1
frame_198_2.txt,1
frame_320_2.txt,1
frame_530_2.txt,1
frame_197_2.txt,1
frame_321_2.txt,0
frame_83_2.txt,0
frame_322_2.txt,0
frame_70_2.txt,1
frame_136_2.txt,1
frame_323_2.txt,1
frame_52_2.txt,1
frame_557_2.txt,1
frame_120_2.txt,1
frame_196_2.txt,0
frame_325_2.txt,0
frame_326_2.txt,0
frame_327_2.txt,0
frame_328_2.txt,0
frame_529_2.txt,1
frame_329_2.txt,0
frame_11_2.txt,0
frame_324_2.txt,0
frame_531_2.txt,1
frame_319_2.txt,0
frame_318_2.txt,0
frame_305_2.txt,1
frame_306_2.txt,1
frame_200_2.txt,0
frame_284_2.txt,1
frame_307_2.txt,0
frame_123_2.txt,1
frame_308_2.txt,0
frame_309_2.txt,1
frame_30_2.txt,1
frame_1_2.txt,0
frame_534_2.txt,1
frame_82_2.txt,0
frame_310_2.txt,0
frame_311_2.txt,0
frame_556_2.txt,0
frame_312_2.txt,1
frame_533_2.txt,1
frame_313_2.txt,1
frame_122_2.txt,0
frame_314_2.txt,1
frame_19_2.txt,1
frame_315_2.txt,1
frame_316_2.txt,1
frame_532_2.txt,1
frame_317_2.txt,1
frame_303_2.txt,1
frame_535_2.txt,1
frame_281_2.txt,1
frame_283_2.txt,0
frame_240_2.txt,0
frame_241_2.txt,1
frame_131_2.txt,1
frame_242_2.txt,0
frame_243_2.txt,1
frame_244_2.txt,0
frame_218_2.txt,0
frame_245_2.txt,1
frame_548_2.txt,0
frame_54_2.txt,0
frame_246_2.txt,0
frame_73_2.txt,0
frame_76_2.txt,1
frame_217_2.txt,0
frame_248_2.txt,0
frame_249_2.txt,0
frame_24_2.txt,1
frame_250_2.txt,0
frame_130_2.txt,1
frame_216_2.txt,0
frame_251_2.txt,0
frame_252_2.txt,0
frame_253_2.txt,0
frame_215_2.txt,0
frame_247_2.txt,0
frame_254_2.txt,0
frame_23_2.txt,0
frame_238_2.txt,0
frame_222_2.txt,0
frame_549_2.txt,1
frame_225_2.txt,0
frame_226_2.txt,0
frame_221_2.txt,0
frame_227_2.txt,1
frame_74_2.txt,1
frame_228_2.txt,1
frame_229_2.txt,1
frame_22_2.txt,1
frame_230_2.txt,1
frame_239_2.txt,1
frame_132_2.txt,1
frame_232_2.txt,0
frame_233_2.txt,1
frame_133_2.txt,1
frame_234_2.txt,1
frame_220_2.txt,0
frame_235_2.txt,1
frame_21_2.txt,1
frame_236_2.txt,0
frame_75_2.txt,1
frame_219_2.txt,1
frame_237_2.txt,1
frame_231_2.txt,0
frame_214_2.txt,0
frame_255_2.txt,0
frame_77_2.txt,1
frame_270_2.txt,1
frame_271_2.txt,1
frame_272_2.txt,0
frame_128_2.txt,1
frame_72_2.txt,0
frame_273_2.txt,0
frame_544_2.txt,1
frame_274_2.txt,0
frame_275_2.txt,0
frame_20_2.txt,1
frame_276_2.txt,0
frame_545_2.txt,1
frame_543_2.txt,1
frame_277_2.txt,0
frame_278_2.txt,0
frame_209_2.txt,1
frame_279_2.txt,1
frame_27_2.txt,0
frame_542_2.txt,1
frame_280_2.txt,1
frame_127_2.txt,1
frame_223_2.txt,0
frame_552_2.txt,1
frame_282_2.txt,1
frame_79_2.txt,0
frame_210_2.txt,0
frame_26_2.txt,0
frame_78_2.txt,1
frame_256_2.txt,0
frame_257_2.txt,0
frame_258_2.txt,0
frame_259_2.txt,0
frame_213_2.txt,1
frame_25_2.txt,1
frame_547_2.txt,1
frame_12_2.txt,1
frame_134_2.txt,1
frame_550_2.txt,1
frame_212_2.txt,0
frame_260_2.txt,1
frame_261_2.txt,1
frame_262_2.txt,1
frame_263_2.txt,1
frame_264_2.txt,0
frame_265_2.txt,1
frame_266_2.txt,0
frame_129_2.txt,1
frame_32_2.txt,1
frame_546_2.txt,1
frame_268_2.txt,1
frame_211_2.txt,0
frame_551_2.txt,1
frame_269_2.txt,1
frame_208_2.txt,1
frame_267_2.txt,0
frame_118_2.txt,1
frame_528_2.txt,1
frame_410_2.txt,0
frame_482_2.txt,1
frame_411_2.txt,1
frame_481_2.txt,1
frame_412_2.txt,1
frame_106_2.txt,0
frame_413_2.txt,1
frame_480_2.txt,1
frame_414_2.txt,1
frame_415_2.txt,1
frame_47_2.txt,0
frame_416_2.txt,0
frame_417_2.txt,0
frame_94_2.txt,1
frame_479_2.txt,1
frame_105_2.txt,1
frame_478_2.txt,1
frame_419_2.txt,1
frame_95_2.txt,1
frame_41_2.txt,0
frame_477_2.txt,1
frame_420_2.txt,0
frame_421_2.txt,1
frame_476_2.txt,1
frame_422_2.txt,1
frame_475_2.txt,1
frame_104_2.txt,1
frame_423_2.txt,1
frame_418_2.txt,0
frame_40_2.txt,0
frame_409_2.txt,0
frame_483_2.txt,1
frame_491_2.txt,1
frame_109_2.txt,1
frame_396_2.txt,0
frame_397_2.txt,1
frame_490_2.txt,0
frame_398_2.txt,1
frame_92_2.txt,0
frame_399_2.txt,1
frame_48_2.txt,0
frame_39_2.txt,0
frame_489_2.txt,1
frame_3_2.txt,1
frame_400_2.txt,1
frame_401_2.txt,1
frame_488_2.txt,1
frame_108_2.txt,0
frame_402_2.txt,1
frame_487_2.txt,1
frame_403_2.txt,0
frame_93_2.txt,0
frame_404_2.txt,1
frame_486_2.txt,1
frame_405_2.txt,1
frame_485_2.txt,1
frame_406_2.txt,1
frame_484_2.txt,1
frame_107_2.txt,1
frame_407_2.txt,0
frame_408_2.txt,1
frame_474_2.txt,1
frame_395_2.txt,1
frame_424_2.txt,0
frame_96_2.txt,1
frame_101_2.txt,0
frame_440_2.txt,1
frame_441_2.txt,0
frame_461_2.txt,1
frame_442_2.txt,0
frame_99_2.txt,0
frame_443_2.txt,0
frame_460_2.txt,1
frame_444_2.txt,1
frame_445_2.txt,1
frame_45_2.txt,0
frame_446_2.txt,1
frame_100_2.txt,1
frame_462_2.txt,1
frame_447_2.txt,1
frame_448_2.txt,1
frame_449_2.txt,1
frame_458_2.txt,0
frame_9_2.txt,0
frame_44_2.txt,0
frame_450_2.txt,1
frame_457_2.txt,1
frame_451_2.txt,1
frame_456_2.txt,0
frame_452_2.txt,1
frame_0_2.txt,0
frame_455_2.txt,1
frame_453_2.txt,1
frame_459_2.txt,1
frame_43_2.txt,0
frame_439_2.txt,1
frame_463_2.txt,0
frame_425_2.txt,1
frame_472_2.txt,1
frame_426_2.txt,0
frame_471_2.txt,1
frame_427_2.txt,1
frame_103_2.txt,0
frame_428_2.txt,1
frame_470_2.txt,0
frame_429_2.txt,1
frame_46_2.txt,0
frame_42_2.txt,0
frame_430_2.txt,1
frame_469_2.txt,0
frame_97_2.txt,1
frame_431_2.txt,0
frame_468_2.txt,1
frame_432_2.txt,0
frame_467_2.txt,0
frame_102_2.txt,0
frame_433_2.txt,1
frame_434_2.txt,1
frame_466_2.txt,1
frame_435_2.txt,1
frame_465_2.txt,0
frame_436_2.txt,1
frame_464_2.txt,1
frame_98_2.txt,1
frame_437_2.txt,1
frame_438_2.txt,1
frame_473_2.txt,1
frame_394_2.txt,1
frame_492_2.txt,0
frame_493_2.txt,1
frame_86_2.txt,1
frame_347_2.txt,0
frame_517_2.txt,0
frame_348_2.txt,1
frame_349_2.txt,0
frame_516_2.txt,0
frame_34_2.txt,0
frame_350_2.txt,1
frame_515_2.txt,1
frame_351_2.txt,0
frame_352_2.txt,0
frame_116_2.txt,1
frame_353_2.txt,0
frame_117_2.txt,1
frame_514_2.txt,1
frame_87_2.txt,1
frame_355_2.txt,1
frame_513_2.txt,1
frame_356_2.txt,1
frame_357_2.txt,0
frame_512_2.txt,0
frame_358_2.txt,1
frame_115_2.txt,0
frame_359_2.txt,0
frame_35_2.txt,0
frame_360_2.txt,0
frame_511_2.txt,1
frame_88_2.txt,0
frame_354_2.txt,1
frame_518_2.txt,1
frame_346_2.txt,0
frame_345_2.txt,0
frame_331_2.txt,0
frame_332_2.txt,0
frame_84_2.txt,1
frame_333_2.txt,0
frame_527_2.txt,0
frame_334_2.txt,0
frame_335_2.txt,0
frame_526_2.txt,1
frame_119_2.txt,0
frame_336_2.txt,0
frame_525_2.txt,1
frame_337_2.txt,0
frame_524_2.txt,1
frame_338_2.txt,0
frame_339_2.txt,0
frame_523_2.txt,0
frame_33_2.txt,0
frame_340_2.txt,0
frame_522_2.txt,1
frame_195_2.txt,1
frame_85_2.txt,0
frame_341_2.txt,1
frame_521_2.txt,1
frame_342_2.txt,0
frame_520_2.txt,1
frame_343_2.txt,0
frame_51_2.txt,0
frame_344_2.txt,0
frame_519_2.txt,1
frame_361_2.txt,1
frame_362_2.txt,0
frame_510_2.txt,1
frame_363_2.txt,0
frame_111_2.txt,0
frame_380_2.txt,1
frame_500_2.txt,0
frame_381_2.txt,1
frame_382_2.txt,1
frame_4_2.txt,1
frame_383_2.txt,1
frame_49_2.txt,0
frame_90_2.txt,0
frame_384_2.txt,1
frame_385_2.txt,0
frame_386_2.txt,0
frame_499_2.txt,0
frame_387_2.txt,1
frame_498_2.txt,0
frame_110_2.txt,0
frame_388_2.txt,0
frame_389_2.txt,1
frame_497_2.txt,1
frame_38_2.txt,0
frame_390_2.txt,1
frame_496_2.txt,1
frame_10_2.txt,0
frame_391_2.txt,1
frame_495_2.txt,1
frame_392_2.txt,1
frame_494_2.txt,1
frame_91_2.txt,0
frame_393_2.txt,1
frame_37_2.txt,0
frame_330_2.txt,0
frame_379_2.txt,1
frame_378_2.txt,0
frame_114_2.txt,0
frame_364_2.txt,0
frame_50_2.txt,0
frame_365_2.txt,0
frame_366_2.txt,0
frame_367_2.txt,1
frame_509_2.txt,1
frame_368_2.txt,1
frame_369_2.txt,1
frame_508_2.txt,1
frame_36_2.txt,0
frame_113_2.txt,1
frame_370_2.txt,0
frame_507_2.txt,1
frame_89_2.txt,1
frame_371_2.txt,1
frame_506_2.txt,1
frame_372_2.txt,1
frame_373_2.txt,1
frame_505_2.txt,1
frame_374_2.txt,1
frame_375_2.txt,1
frame_504_2.txt,1
frame_112_2.txt,1
frame_376_2.txt,1
frame_503_2.txt,1
frame_377_2.txt,0
frame_502_2.txt,1
frame_8_2.txt,1
frame_501_2.txt,1
frame_558_2.txt,1
frame_61_2.txt,0
frame_454_2.txt,1
frame_597_2.txt,1
frame_184_2.txt,1
frame_566_2.txt,1
frame_154_2.txt,1
frame_183_2.txt,1
frame_596_2.txt,1
frame_63_2.txt,1
frame_567_2.txt,1
frame_182_2.txt,0
frame_155_2.txt,1
frame_595_2.txt,1
frame_153_2.txt,0
frame_139_2.txt,1
frame_594_2.txt,1
frame_181_2.txt,1
frame_156_2.txt,1
frame_180_2.txt,1
frame_569_2.txt,0
frame_593_2.txt,1
frame_157_2.txt,0
frame_68_2.txt,0
frame_592_2.txt,1
frame_56_2.txt,1
frame_143_2.txt,1
frame_568_2.txt,0
frame_179_2.txt,1
frame_565_2.txt,1
frame_185_2.txt,1
frame_560_2.txt,0
frame_600_2.txt,1
frame_190_2.txt,1
frame_6_2.txt,1
frame_14_2.txt,1
frame_5_2.txt,0
frame_18_2.txt,0
frame_62_2.txt,0
frame_561_2.txt,0
frame_150_2.txt,1
frame_189_2.txt,1
frame_69_2.txt,1
frame_59_2.txt,0
frame_151_2.txt,1
frame_188_2.txt,1
frame_563_2.txt,1
frame_599_2.txt,1
frame_187_2.txt,1
frame_138_2.txt,1
frame_186_2.txt,0
frame_152_2.txt,1
frame_564_2.txt,0
frame_598_2.txt,1
frame_144_2.txt,1
frame_562_2.txt,1
frame_149_2.txt,1
frame_158_2.txt,1
frame_591_2.txt,1
frame_576_2.txt,1
frame_585_2.txt,1
frame_65_2.txt,1
frame_172_2.txt,0
frame_164_2.txt,1
frame_577_2.txt,1
frame_584_2.txt,0
frame_171_2.txt,1
frame_165_2.txt,1
frame_578_2.txt,0
frame_583_2.txt,0
frame_140_2.txt,1
frame_170_2.txt,0
frame_579_2.txt,0
frame_582_2.txt,1
frame_16_2.txt,1
frame_167_2.txt,1
frame_581_2.txt,0
frame_141_2.txt,1
frame_169_2.txt,1
frame_57_2.txt,0
frame_66_2.txt,1
frame_168_2.txt,1
frame_580_2.txt,1
frame_166_2.txt,0
frame_570_2.txt,0
frame_163_2.txt,1
frame_586_2.txt,1
frame_178_2.txt,1
frame_159_2.txt,1
frame_590_2.txt,1
frame_13_2.txt,0
frame_177_2.txt,1
frame_64_2.txt,1
frame_571_2.txt,0
frame_15_2.txt,0
frame_58_2.txt,1
frame_176_2.txt,1
frame_572_2.txt,0
frame_173_2.txt,1
frame_160_2.txt,1
frame_175_2.txt,1
frame_573_2.txt,1
frame_161_2.txt,1
frame_588_2.txt,1
frame_574_2.txt,0
frame_142_2.txt,1
frame_587_2.txt,1
frame_174_2.txt,1
frame_162_2.txt,1
frame_67_2.txt,0
frame_575_2.txt,0
frame_589_2.txt,1
frame_191_2.txt,0
frame_17_2.txt,1
frame_146_2.txt,1
frame_194_2.txt,1
frame_55_2.txt,0
frame_559_2.txt,1
frame_193_2.txt,0
frame_137_2.txt,1
frame_147_2.txt,1
frame_145_2.txt,1
frame_192_2.txt,0
frame_601_2.txt,0
frame_148_2.txt,1
frame_60_2.txt,1
frame_290_3.txt,0
frame_171_3.txt,1
frame_396_3.txt,1
frame_283_3.txt,1
frame_591_3.txt,0
frame_158_3.txt,1
frame_491_3.txt,1
frame_284_3.txt,1
frame_35_3.txt,0
frame_395_3.txt,0
frame_147_3.txt,1
