frame_name,class,x,y,width,height
frame_20.jpg,0,0.530778,0.322787,0.0215684,0.0532947
frame_20.jpg,1,0.42472,0.460632,0.0303338,0.0668718
frame_20.jpg,1,0.87808,0.498123,0.0752893,0.17466
frame_20.jpg,0,0.447834,0.168848,0.0383287,0.0404759
frame_21.jpg,0,0.452056,0.165046,0.0392408,0.0460436
frame_21.jpg,1,0.87825,0.499213,0.074847,0.17262
frame_21.jpg,1,0.530151,0.32238,0.0225618,0.0523989
frame_21.jpg,1,0.073657,0.893029,0.0870966,0.207264
frame_21.jpg,1,0.427172,0.442565,0.0275314,0.0730593
frame_22.jpg,0,0.0837188,0.86863,0.0852942,0.237625
frame_22.jpg,1,0.453748,0.165029,0.039378,0.0461894
frame_22.jpg,1,0.427708,0.433926,0.028463,0.0721832
frame_22.jpg,0,0.530064,0.319878,0.0244295,0.0497137
frame_22.jpg,0,0.878212,0.499044,0.0749336,0.172822
frame_23.jpg,1,0.101898,0.848958,0.0798678,0.184644
frame_23.jpg,1,0.428257,0.419872,0.0276512,0.0722057
frame_23.jpg,1,0.878192,0.499228,0.0749853,0.172637
frame_23.jpg,1,0.530143,0.317771,0.0234317,0.0519068
frame_24.jpg,0,0.118955,0.80542,0.0753809,0.181471
frame_24.jpg,1,0.878201,0.499344,0.0749958,0.172262
frame_24.jpg,1,0.46055,0.165995,0.039366,0.0389977
frame_24.jpg,1,0.428891,0.406776,0.0284837,0.0727712
frame_24.jpg,1,0.530889,0.315275,0.0236388,0.051695
frame_24.jpg,0,0.114745,0.83893,0.0659083,0.114991
frame_25.jpg,0,0.531937,0.314459,0.0238209,0.0518597
frame_25.jpg,0,0.42905,0.402927,0.0279694,0.0668318
frame_25.jpg,0,0.128044,0.769664,0.0718721,0.210882
frame_25.jpg,0,0.461557,0.164122,0.0386765,0.0439698
frame_25.jpg,0,0.878209,0.499375,0.074995,0.172145
frame_26.jpg,1,0.14148,0.780002,0.0636641,0.113707
frame_26.jpg,0,0.46552,0.159928,0.0402413,0.0509396
frame_26.jpg,1,0.532386,0.312436,0.0228327,0.0523358
frame_26.jpg,1,0.878211,0.49902,0.0751522,0.172778
frame_26.jpg,0,0.501385,0.948036,0.0755083,0.101925
frame_26.jpg,0,0.431162,0.388645,0.0262121,0.0680057
frame_27.jpg,1,0.533173,0.307979,0.0235565,0.0546396
frame_27.jpg,0,0.431825,0.376997,0.0255934,0.0680488
frame_27.jpg,1,0.156587,0.745341,0.057715,0.105
frame_27.jpg,0,0.468892,0.160389,0.039563,0.0504993
frame_27.jpg,1,0.878171,0.499265,0.074988,0.172382
frame_28.jpg,1,0.469566,0.159139,0.0369486,0.0522513
frame_28.jpg,1,0.432051,0.370678,0.0259232,0.068987
frame_28.jpg,0,0.164598,0.727205,0.0565113,0.105708
frame_28.jpg,1,0.87818,0.499346,0.0750444,0.172134
frame_29.jpg,1,0.472788,0.160818,0.0357247,0.0472803
frame_29.jpg,0,0.878204,0.499228,0.0750568,0.17229
frame_29.jpg,1,0.432674,0.362116,0.0254107,0.0668031
frame_29.jpg,0,0.53418,0.300571,0.0224198,0.0562792
frame_30.jpg,1,0.476594,0.160689,0.0344449,0.0464373
frame_30.jpg,0,0.535352,0.301611,0.0213154,0.0554293
frame_30.jpg,0,0.191795,0.667797,0.0498723,0.096361
frame_30.jpg,1,0.50594,0.930304,0.052673,0.107348
frame_30.jpg,1,0.432901,0.35245,0.0249868,0.0663412
frame_31.jpg,1,0.50446,0.90806,0.0485361,0.108809
frame_31.jpg,1,0.483192,0.162078,0.0429168,0.0424401
frame_31.jpg,0,0.196673,0.653937,0.0472556,0.0970183
frame_31.jpg,1,0.432368,0.348764,0.0251652,0.0656432
frame_31.jpg,1,0.535062,0.299651,0.0217113,0.0537075
frame_32.jpg,0,0.371145,0.908384,0.0674832,0.180051
frame_32.jpg,1,0.535633,0.297988,0.0203751,0.0521868
frame_32.jpg,1,0.485795,0.165166,0.0414366,0.0373359
frame_32.jpg,0,0.207951,0.625358,0.041453,0.0956688
frame_32.jpg,1,0.508341,0.865425,0.0497225,0.104886
frame_32.jpg,0,0.432713,0.343063,0.0256382,0.0586316
frame_33.jpg,0,0.509729,0.825248,0.0468689,0.104659
frame_33.jpg,0,0.487316,0.160391,0.0358111,0.0457332
frame_33.jpg,1,0.381709,0.890564,0.0695122,0.212432
frame_33.jpg,1,0.224688,0.598532,0.0474585,0.0977588
frame_33.jpg,0,0.536469,0.295683,0.0214326,0.0516834
frame_33.jpg,1,0.433867,0.335729,0.0234906,0.0550285
frame_34.jpg,0,0.51064,0.81075,0.0436663,0.0958416
frame_34.jpg,1,0.378247,0.934111,0.0553343,0.128514
frame_34.jpg,1,0.22582,0.588629,0.0383814,0.0912519
frame_34.jpg,1,0.43514,0.330523,0.0235257,0.0578122
frame_34.jpg,0,0.536531,0.294843,0.0221456,0.0504644
frame_35.jpg,0,0.537901,0.291831,0.0228505,0.0506412
frame_35.jpg,0,0.0619301,0.94365,0.0889983,0.109913
frame_35.jpg,1,0.435195,0.325041,0.0246447,0.0581881
frame_35.jpg,1,0.387303,0.907887,0.0540875,0.13757
frame_35.jpg,0,0.511613,0.772161,0.04232,0.095875
frame_36.jpg,0,0.514967,0.741665,0.0383725,0.0994687
frame_36.jpg,1,0.246531,0.545604,0.0345191,0.0865853
frame_36.jpg,0,0.395334,0.88002,0.0554652,0.134856
frame_36.jpg,1,0.536809,0.288103,0.020807,0.0519599
frame_36.jpg,0,0.435863,0.319493,0.0219471,0.0534174
frame_37.jpg,1,0.436966,0.315647,0.0214528,0.0532752
frame_37.jpg,1,0.087943,0.920623,0.0799813,0.156251
frame_37.jpg,0,0.253282,0.53542,0.0354761,0.0844207
frame_37.jpg,1,0.538131,0.286506,0.0198912,0.0529288
frame_37.jpg,0,0.514208,0.72634,0.0415003,0.0975259
frame_37.jpg,1,0.397687,0.86378,0.051933,0.133644
frame_38.jpg,0,0.104759,0.895762,0.0754956,0.203756
frame_38.jpg,0,0.515599,0.7011,0.0400978,0.0930475
frame_38.jpg,1,0.40239,0.844874,0.0452796,0.11576
frame_38.jpg,1,0.262835,0.516897,0.0332673,0.0828883
frame_38.jpg,0,0.53931,0.286451,0.0184978,0.0487986
frame_38.jpg,1,0.436184,0.308894,0.0217361,0.0545085
frame_39.jpg,0,0.410648,0.815148,0.0515269,0.125311
frame_39.jpg,0,0.272987,0.495422,0.0341735,0.0881533
frame_39.jpg,1,0.121066,0.855935,0.0685239,0.20998
frame_39.jpg,1,0.519119,0.672652,0.0411415,0.101948
frame_39.jpg,0,0.437492,0.303315,0.0222561,0.0530527
frame_39.jpg,1,0.540022,0.283507,0.0193662,0.0471068
frame_40.jpg,1,0.277614,0.490876,0.0333424,0.0771849
frame_40.jpg,1,0.540241,0.281847,0.0188534,0.046816
frame_40.jpg,0,0.521471,0.663206,0.0394131,0.099284
frame_40.jpg,0,0.411719,0.811467,0.0427451,0.107207
frame_40.jpg,1,0.128788,0.852376,0.0693516,0.174432
frame_40.jpg,1,0.231259,0.908805,0.0813254,0.177095
frame_40.jpg,1,0.437682,0.29796,0.0225445,0.0558881
frame_41.jpg,0,0.541371,0.280047,0.0192264,0.0446767
frame_41.jpg,1,0.525759,0.642472,0.0416077,0.0989497
frame_41.jpg,1,0.286231,0.473985,0.0306141,0.076626
frame_41.jpg,1,0.417348,0.783885,0.0458532,0.117685
frame_41.jpg,0,0.143278,0.79702,0.0649114,0.200318
frame_41.jpg,0,0.43861,0.293507,0.0212597,0.0510256
frame_41.jpg,1,0.240432,0.893475,0.0726115,0.207394
frame_42.jpg,1,0.248643,0.876342,0.0655128,0.220055
frame_42.jpg,1,0.423317,0.761061,0.0445774,0.121947
frame_42.jpg,0,0.524967,0.627094,0.0337519,0.0884463
frame_42.jpg,0,0.295046,0.459056,0.0314233,0.0741473
frame_42.jpg,1,0.54197,0.277134,0.0190008,0.0456905
frame_42.jpg,0,0.439216,0.286191,0.0210371,0.0508215
frame_42.jpg,1,0.154069,0.799524,0.0570542,0.113228
frame_42.jpg,0,0.15577,0.769622,0.0615025,0.171957
frame_43.jpg,1,0.542495,0.276386,0.0194442,0.0457591
frame_43.jpg,0,0.439669,0.283341,0.0207808,0.053554
frame_43.jpg,0,0.25287,0.852846,0.0646973,0.225169
frame_43.jpg,1,0.162846,0.756247,0.0598761,0.1597
frame_43.jpg,0,0.525673,0.615266,0.0337028,0.0934683
frame_43.jpg,1,0.425752,0.756078,0.0418388,0.111703
frame_43.jpg,1,0.299272,0.450166,0.0313492,0.076276
frame_44.jpg,1,0.527984,0.60031,0.0344541,0.0872002
frame_44.jpg,0,0.42986,0.738971,0.0408996,0.107953
frame_44.jpg,0,0.260167,0.815939,0.0649959,0.218862
frame_44.jpg,1,0.440116,0.279577,0.0213194,0.0512282
frame_44.jpg,1,0.543023,0.274043,0.0189299,0.0453496
frame_44.jpg,0,0.169235,0.748782,0.042784,0.103124
frame_45.jpg,1,0.440925,0.277435,0.0210261,0.0484374
frame_45.jpg,1,0.267016,0.784411,0.0611168,0.203533
frame_45.jpg,0,0.185985,0.719369,0.0503212,0.0946228
frame_45.jpg,0,0.315146,0.420372,0.0300321,0.077851
frame_45.jpg,1,0.543654,0.272748,0.0188629,0.0458591
frame_45.jpg,0,0.530022,0.585868,0.0349563,0.088729
frame_45.jpg,1,0.435567,0.72203,0.0418537,0.103986
frame_46.jpg,1,0.531247,0.580334,0.0347992,0.0868445
frame_46.jpg,1,0.544312,0.272027,0.0182449,0.0455637
frame_46.jpg,1,0.441101,0.27579,0.0199857,0.0470974
frame_46.jpg,0,0.3185,0.417444,0.0289262,0.0696657
frame_46.jpg,0,0.43724,0.713743,0.0401978,0.103352
frame_46.jpg,1,0.265318,0.806624,0.0427268,0.118615
frame_46.jpg,1,0.187602,0.700199,0.0415036,0.099742
frame_47.jpg,1,0.273198,0.733121,0.0594685,0.196375
frame_47.jpg,1,0.545149,0.269668,0.0173236,0.0447396
frame_47.jpg,0,0.44241,0.272986,0.0198554,0.0450062
frame_47.jpg,0,0.203167,0.676209,0.0455463,0.0899006
frame_47.jpg,0,0.441013,0.698535,0.0404204,0.104653
frame_47.jpg,1,0.32535,0.40479,0.0279271,0.0702782
frame_47.jpg,0,0.533992,0.564731,0.0353365,0.0895715
frame_48.jpg,1,0.209579,0.64838,0.0365908,0.0871999
frame_48.jpg,1,0.535996,0.553685,0.0334572,0.0854089
frame_48.jpg,1,0.444291,0.682054,0.0391306,0.106293
frame_48.jpg,0,0.545453,0.266465,0.0172576,0.0448275
frame_48.jpg,0,0.27691,0.71014,0.054798,0.176907
frame_48.jpg,0,0.332502,0.393747,0.0280888,0.0679098
frame_48.jpg,0,0.444068,0.264222,0.0194579,0.0488012
frame_49.jpg,1,0.283074,0.690483,0.0572956,0.180555
frame_49.jpg,1,0.54535,0.265688,0.0164435,0.0433283
frame_49.jpg,1,0.280743,0.712791,0.0460227,0.135992
frame_49.jpg,1,0.33444,0.391167,0.0257916,0.0650427
frame_49.jpg,0,0.537358,0.54886,0.0332662,0.0831763
frame_49.jpg,1,0.215902,0.635927,0.0382455,0.0898363
frame_49.jpg,0,0.445817,0.674023,0.0399791,0.107586
frame_50.jpg,0,0.538969,0.539297,0.0314239,0.0795032
frame_50.jpg,1,0.225836,0.611415,0.0380915,0.0870039
frame_50.jpg,1,0.450059,0.662413,0.0432583,0.104634
frame_50.jpg,1,0.342203,0.366782,0.0297311,0.0907579
frame_50.jpg,1,0.445391,0.26116,0.019679,0.0434455
frame_50.jpg,1,0.545168,0.263525,0.0159719,0.0431038
frame_50.jpg,1,0.287922,0.69561,0.039973,0.111439
frame_51.jpg,0,0.23259,0.581298,0.0339975,0.0978427
frame_51.jpg,1,0.452543,0.650355,0.0406908,0.103674
frame_51.jpg,0,0.347565,0.35328,0.028293,0.0902406
frame_51.jpg,1,0.292884,0.670325,0.0352354,0.107269
frame_51.jpg,1,0.445525,0.258751,0.0204911,0.0406489
frame_51.jpg,1,0.540843,0.528683,0.0313383,0.0792577
frame_52.jpg,0,0.238091,0.58065,0.0336651,0.0772951
frame_52.jpg,0,0.453517,0.644747,0.0396906,0.101098
frame_52.jpg,1,0.445798,0.258319,0.0209507,0.039988
frame_52.jpg,1,0.349986,0.35228,0.0281609,0.0819437
frame_52.jpg,0,0.542216,0.523819,0.0321518,0.0776386
frame_52.jpg,1,0.295256,0.662499,0.0346948,0.0933117
frame_53.jpg,1,0.304128,0.611471,0.0434,0.138673
frame_53.jpg,0,0.544184,0.258951,0.0161354,0.0396739
frame_53.jpg,0,0.354758,0.353232,0.0257092,0.0658305
frame_53.jpg,1,0.355889,0.340975,0.0285149,0.0919607
frame_53.jpg,1,0.44751,0.256108,0.0189601,0.0388362
frame_53.jpg,1,0.544063,0.512257,0.0307314,0.0796923
frame_53.jpg,1,0.245496,0.555614,0.0326382,0.082894
frame_53.jpg,1,0.455121,0.633422,0.0390784,0.101551
frame_54.jpg,0,0.457572,0.628613,0.0367954,0.0913239
frame_54.jpg,0,0.255619,0.540454,0.0335453,0.0761627
frame_54.jpg,1,0.360814,0.334294,0.0274824,0.0863885
frame_54.jpg,0,0.545898,0.502471,0.0294433,0.0787075
frame_54.jpg,1,0.306745,0.609337,0.0335974,0.0956501
frame_54.jpg,0,0.543311,0.257076,0.0174225,0.0418402
frame_54.jpg,1,0.448614,0.251826,0.0186235,0.0393433
frame_55.jpg,1,0.543062,0.256268,0.0175102,0.0409239
frame_55.jpg,0,0.449164,0.25186,0.0185817,0.0390446
frame_55.jpg,1,0.547115,0.497744,0.0291859,0.0787475
frame_55.jpg,1,0.362598,0.334213,0.0257319,0.0768099
frame_55.jpg,0,0.458493,0.623363,0.0346748,0.094162
frame_55.jpg,0,0.257308,0.529036,0.0313869,0.0800259
frame_55.jpg,1,0.310572,0.576534,0.0413058,0.134295
frame_56.jpg,1,0.265558,0.514466,0.0310806,0.0709027
frame_56.jpg,0,0.459534,0.60964,0.0384843,0.102429
frame_56.jpg,1,0.550385,0.48999,0.030826,0.073476
frame_56.jpg,0,0.314986,0.578556,0.030042,0.085534
frame_56.jpg,1,0.366492,0.330776,0.0241005,0.0682208
frame_56.jpg,0,0.542251,0.255696,0.019397,0.0410584
frame_57.jpg,1,0.371655,0.310518,0.0253217,0.0893094
frame_57.jpg,1,0.542341,0.254766,0.0176878,0.0400664
frame_57.jpg,0,0.271108,0.491242,0.0270282,0.0844521
frame_57.jpg,1,0.320818,0.556689,0.0298486,0.0868142
frame_57.jpg,1,0.458907,0.605403,0.036714,0.0966576
frame_57.jpg,0,0.45199,0.240975,0.0182156,0.0478537
frame_57.jpg,0,0.551027,0.482212,0.032376,0.0679387
frame_58.jpg,1,0.274674,0.489877,0.0286487,0.0714667
frame_58.jpg,0,0.551858,0.475471,0.0297218,0.0738261
frame_58.jpg,1,0.32377,0.547914,0.0291748,0.0840368
frame_58.jpg,1,0.452614,0.240535,0.0191145,0.0446404
frame_58.jpg,0,0.542119,0.25503,0.0178446,0.0387349
frame_58.jpg,1,0.373348,0.316046,0.0245362,0.073268
frame_58.jpg,0,0.460092,0.60056,0.0384358,0.0991147
frame_59.jpg,1,0.459966,0.595531,0.0368525,0.0983717
frame_59.jpg,1,0.55364,0.466217,0.0293594,0.0730981
frame_59.jpg,1,0.329285,0.52954,0.0275115,0.0828603
frame_59.jpg,0,0.453894,0.237912,0.0199566,0.0434571
frame_59.jpg,1,0.376931,0.315757,0.0225764,0.063284
frame_59.jpg,0,0.540208,0.254549,0.0190181,0.039107
frame_59.jpg,1,0.281149,0.47533,0.0276995,0.0703085
frame_60.jpg,1,0.539122,0.252976,0.0195681,0.0388498
frame_60.jpg,1,0.556812,0.45796,0.03011,0.0693173
frame_60.jpg,0,0.380283,0.308996,0.0222325,0.0618746
frame_60.jpg,1,0.335114,0.505073,0.0282596,0.0922896
frame_60.jpg,1,0.454993,0.236708,0.0202003,0.0426709
frame_60.jpg,1,0.287494,0.461126,0.0262154,0.0686055
frame_60.jpg,0,0.460145,0.591718,0.0362415,0.0904024
frame_61.jpg,0,0.556162,0.453182,0.0249845,0.0701602
frame_61.jpg,0,0.382701,0.305126,0.0223931,0.0619259
frame_61.jpg,1,0.339012,0.491871,0.0312871,0.0984929
frame_61.jpg,0,0.455846,0.235364,0.0195957,0.0411382
frame_61.jpg,1,0.459675,0.587904,0.0345081,0.0907635
frame_61.jpg,1,0.289608,0.458794,0.0236332,0.0615905
frame_61.jpg,1,0.538764,0.25303,0.0192626,0.0384508
frame_62.jpg,1,0.53808,0.253497,0.0201284,0.0371637
frame_62.jpg,0,0.297572,0.399631,0.0317932,0.0912053
frame_62.jpg,0,0.386765,0.301151,0.0221875,0.0559228
frame_62.jpg,1,0.457313,0.234013,0.0187458,0.0366076
frame_62.jpg,0,0.558223,0.442097,0.0284712,0.0745447
frame_62.jpg,1,0.295481,0.441311,0.0251982,0.0663427
frame_62.jpg,1,0.34295,0.486456,0.0284329,0.0765431
frame_62.jpg,1,0.460068,0.581918,0.0348272,0.0912833
frame_63.jpg,1,0.458572,0.23144,0.0186251,0.0370914
frame_63.jpg,1,0.302294,0.429631,0.0240254,0.0663069
frame_63.jpg,0,0.459396,0.576827,0.034577,0.0951689
frame_63.jpg,1,0.535992,0.250038,0.023057,0.0419757
frame_63.jpg,1,0.389988,0.28355,0.0222597,0.0726424
frame_63.jpg,0,0.559614,0.430667,0.0283127,0.0793228
frame_63.jpg,1,0.389724,0.293683,0.020436,0.0564827
frame_63.jpg,1,0.348822,0.46854,0.0264026,0.0772476
frame_64.jpg,0,0.180754,0.958681,0.0585157,0.0752353
frame_64.jpg,1,0.305149,0.423592,0.0240449,0.0637411
frame_64.jpg,0,0.352285,0.463143,0.0263714,0.0724011
frame_64.jpg,0,0.391175,0.292913,0.0200237,0.0542536
frame_64.jpg,0,0.458882,0.230312,0.0175711,0.0378297
frame_64.jpg,1,0.39189,0.283833,0.021205,0.0682298
frame_64.jpg,1,0.458316,0.572511,0.0321255,0.0974626
frame_64.jpg,1,0.560627,0.428682,0.0280109,0.0762942
frame_65.jpg,1,0.195144,0.929091,0.0533203,0.117338
frame_65.jpg,0,0.310014,0.410889,0.0248613,0.0643068
frame_65.jpg,1,0.561277,0.424849,0.0256941,0.0657879
frame_65.jpg,1,0.458734,0.569281,0.0341444,0.0944344
frame_65.jpg,0,0.394958,0.276192,0.0226115,0.0757801
frame_65.jpg,0,0.357245,0.442168,0.0257772,0.0856901
frame_65.jpg,1,0.394654,0.288384,0.020025,0.0538218
frame_65.jpg,1,0.459963,0.229201,0.0176142,0.0371904
frame_66.jpg,0,0.458846,0.563657,0.0365843,0.094774
frame_66.jpg,1,0.562375,0.417438,0.0237869,0.062993
frame_66.jpg,1,0.36198,0.424824,0.0268132,0.0919579
frame_66.jpg,1,0.208921,0.879691,0.0500093,0.111239
frame_66.jpg,1,0.3154,0.39935,0.0251867,0.0657119
frame_66.jpg,0,0.397737,0.283109,0.0195908,0.0513448
frame_67.jpg,1,0.564429,0.413959,0.0278793,0.0620609
frame_67.jpg,1,0.399825,0.279971,0.0201273,0.0534721
frame_67.jpg,0,0.364436,0.421545,0.0258036,0.0825263
frame_67.jpg,1,0.31789,0.394662,0.024141,0.0636263
frame_67.jpg,1,0.458132,0.561975,0.0351223,0.09342
frame_68.jpg,1,0.45772,0.558007,0.0351044,0.0922606
frame_68.jpg,1,0.402485,0.275802,0.0194828,0.0482769
frame_68.jpg,0,0.564738,0.404317,0.0267666,0.0640474
frame_68.jpg,0,0.322049,0.38002,0.0237592,0.0720278
frame_68.jpg,1,0.369425,0.406387,0.0272759,0.0831818
frame_68.jpg,1,0.229237,0.810674,0.0448093,0.104704
frame_69.jpg,1,0.565823,0.396598,0.0272152,0.0670197
frame_69.jpg,1,0.405429,0.271838,0.0200161,0.0488981
frame_69.jpg,0,0.327304,0.371891,0.0229115,0.0660197
frame_69.jpg,1,0.321698,0.938236,0.107902,0.118885
frame_69.jpg,1,0.4569,0.554046,0.03563,0.0918157
frame_69.jpg,1,0.373832,0.397275,0.0246027,0.0759423
frame_69.jpg,0,0.24043,0.769432,0.0416444,0.101142
frame_70.jpg,1,0.330192,0.371094,0.0240537,0.0574098
frame_70.jpg,1,0.456242,0.551003,0.0369706,0.0930671
frame_70.jpg,1,0.407076,0.270977,0.019359,0.047095
frame_70.jpg,1,0.565177,0.393186,0.0260195,0.0652163
frame_70.jpg,1,0.314324,0.951361,0.0854596,0.0933851
frame_70.jpg,0,0.325959,0.92631,0.110225,0.145533
frame_70.jpg,1,0.377056,0.386802,0.0276199,0.0847059
frame_71.jpg,1,0.335548,0.926966,0.125561,0.144963
frame_71.jpg,0,0.380631,0.381615,0.023782,0.0721181
frame_71.jpg,1,0.565639,0.386351,0.0278269,0.064001
frame_71.jpg,1,0.410279,0.261295,0.0200581,0.0546089
frame_71.jpg,1,0.455114,0.547976,0.0367988,0.0930657
frame_71.jpg,1,0.33498,0.357613,0.0235877,0.0658695
frame_71.jpg,1,0.257274,0.713885,0.0370012,0.0976261
frame_72.jpg,0,0.41336,0.248445,0.0195663,0.073106
frame_72.jpg,1,0.453554,0.542331,0.038257,0.0913269
frame_72.jpg,0,0.339152,0.353039,0.0222507,0.0540126
frame_72.jpg,1,0.265905,0.681966,0.0363707,0.0940289
frame_72.jpg,0,0.566316,0.3805,0.0248434,0.0588298
frame_72.jpg,1,0.338659,0.915716,0.130233,0.165833
frame_72.jpg,1,0.384534,0.367483,0.0242059,0.0764187
frame_73.jpg,1,0.565901,0.376926,0.0254169,0.0580539
frame_73.jpg,0,0.415184,0.252448,0.0192761,0.06082
frame_73.jpg,1,0.270178,0.6688,0.0347065,0.0884194
frame_73.jpg,0,0.387354,0.363763,0.0242553,0.0751222
frame_73.jpg,1,0.454158,0.542943,0.035462,0.0891868
frame_73.jpg,1,0.342196,0.338244,0.0251693,0.0671107
frame_73.jpg,0,0.341971,0.348927,0.0228507,0.0569219
frame_74.jpg,1,0.345077,0.342717,0.0238733,0.0505915
frame_74.jpg,0,0.281411,0.636448,0.0300642,0.0896747
frame_74.jpg,0,0.564759,0.369587,0.0232477,0.0582072
frame_74.jpg,1,0.41792,0.247476,0.0204214,0.0642409
frame_74.jpg,1,0.452561,0.538531,0.0378777,0.0890676
frame_74.jpg,0,0.392008,0.355927,0.0220503,0.0668184
frame_74.jpg,1,0.339739,0.901814,0.129365,0.19518
frame_75.jpg,0,0.33843,0.887367,0.131688,0.221023
frame_75.jpg,0,0.419995,0.242862,0.0195263,0.0665807
frame_75.jpg,1,0.349822,0.335436,0.0208471,0.0526652
frame_75.jpg,1,0.56409,0.365612,0.0244302,0.0552353
frame_75.jpg,1,0.287428,0.608496,0.0349475,0.0914238
frame_75.jpg,0,0.450566,0.536626,0.0368031,0.086274
frame_75.jpg,0,0.395089,0.336189,0.0250371,0.070268
frame_76.jpg,0,0.338412,0.8812,0.131201,0.23406
frame_76.jpg,1,0.351706,0.329994,0.021229,0.0542984
